symbol,tv_ticker,sector,industry,description,grade,pass_tf,on_list,w1_score,d1_score,score,price,note
ITUB,NYSE:ITUB,Finance,Major banks,Itau Unibanco Banco Holding SA,B,,False,1,2,3,7.9,W1 1/3：股跌日量低；大陽1根 | D1 2/3：量價配合；大陽2根 | W/D 未過 | 未跑贏：3M -1.9% vs SPY 12.9% | 領先MA：股 $7.90 [10上/20上/50下] 2/3 vs SPY $737.93 [10下/20下/50上] 1/3
LRCX,NASDAQ:LRCX,Producer manufacturing,Industrial machinery,Lam Research Corporation,B,,False,1,2,3,375.42,W1 1/3：股跌日量低；大陽3根 | D1 2/3：量價配合 | W/D 未過 | 跌市反向：3M 60.9% vs SPY 12.9% | 領先MA：股 $375.02 [10上/20上/50上] 3/3 vs SPY $737.96 [10下/20下/50上] 1/3
LUMN,NYSE:LUMN,Communications,Major telecommunications,"Lumen Technologies, Inc.",B,,False,2,1,3,8.12,W1 2/3：量價配合；大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 19.9% vs SPY 12.9% | 領先MA未過：股 $8.12 [10下/20下/50下] 0/3 vs SPY $737.87 [10下/20下/50上] 1/3
LUNR,NASDAQ:LUNR,Electronic technology,Aerospace & defense,"Intuitive Machines, Inc.",B,,False,2,1,3,21.97,W1 2/3：量價配合；大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 8.2% vs SPY 12.9% | 領先MA未過：股 $21.97 [10下/20下/50下] 0/3 vs SPY $738.22 [10下/20下/50上] 1/3
MRCY,NASDAQ:MRCY,Electronic technology,Aerospace & defense,Mercury Systems Inc,B,,False,2,1,3,110.52,W1 2/3：MA轉上；股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽3根 | 跌市反向：3M 41.2% vs SPY 12.9% | 領先MA未過：股 $110.52 [10下/20下/50上] 1/3 vs SPY $738.13 [10下/20下/50上] 1/3
NBIS,NASDAQ:NBIS,Technology services,Packaged software,Nebius Group N.V.,B,,False,2,1,3,289.35,W1 2/3：量價配合；大陽2根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 153.5% vs SPY 12.9% | 領先MA：股 $289.35 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
NTAP,NASDAQ:NTAP,Electronic technology,Computer peripherals,"NetApp, Inc.",B,,False,2,1,3,155.75,W1 2/3：量價配合；大陽4根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 54.5% vs SPY 12.9% | 領先MA未過：股 $155.75 [10下/20下/50上] 1/3 vs SPY $738.15 [10下/20下/50上] 1/3
NVTS,NASDAQ:NVTS,Electronic technology,Semiconductors,Navitas Semiconductor Corporation,B,,False,2,1,3,23.44,W1 2/3：量價配合；大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 155.8% vs SPY 12.9% | 領先MA：股 $23.48 [10上/20下/50上] 2/3 vs SPY $738.12 [10下/20下/50上] 1/3
NWG,NYSE:NWG,Finance,Major banks,NatWest Group plc,B,,False,1,2,3,17.33,W1 1/3：股跌日量低；大陽1根 | D1 2/3：MA轉上；股升日量高 | W/D 未過 | 跌市反向：3M 20.7% vs SPY 12.9% | 領先MA：股 $17.33 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
PENG,NASDAQ:PENG,Electronic technology,Semiconductors,"Penguin Solutions, Inc.",B,,False,1,2,3,65.41,W1 1/3：股升日量高；大陽4根 | D1 2/3：量價配合；大陽3根 | W/D 未過 | 跌市反向：3M 265.6% vs SPY 12.9% | 領先MA：股 $65.41 [10上/20上/50上] 3/3 vs SPY $738.06 [10下/20下/50上] 1/3
PENN,NASDAQ:PENN,Consumer services,Casinos/Gaming,"PENN Entertainment, Inc.",B,,False,2,1,3,20.85,W1 2/3：量價配合；大陽2根 | D1 1/3：股跌日量低；大陽4根 | W/D 未過 | 跌市反向：3M 44.4% vs SPY 12.9% | 領先MA：股 $20.85 [10下/20上/50上] 2/3 vs SPY $737.97 [10下/20下/50上] 1/3
PPG,NYSE:PPG,Process industries,Industrial specialties,"PPG Industries, Inc.",B,,False,2,1,3,118.41,W1 2/3：MA轉上；股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 16.8% vs SPY 12.9% | 領先MA：股 $118.41 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
PRMB,NYSE:PRMB,Consumer non-durables,Beverages: non-alcoholic,Primo Brands Corporation,B,,False,1,2,3,23.98,W1 1/3：股跌日量低；大陽1根 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 跌市反向：3M 28.3% vs SPY 12.9% | 領先MA：股 $23.98 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
QCOM,NASDAQ:QCOM,Electronic technology,Semiconductors,QUALCOMM Incorporated,B,,False,2,1,3,208.76,W1 2/3：量價配合；大陽4根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 63.4% vs SPY 12.9% | 領先MA未過：股 $208.99 [10下/20下/50上] 1/3 vs SPY $737.85 [10下/20下/50上] 1/3
RDW,NYSE:RDW,Electronic technology,Aerospace & defense,Redwire Corporation,B,,False,2,1,3,13.08,W1 2/3：MA轉上；股升日量高；大陽3根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 39.4% vs SPY 12.9% | 領先MA未過：股 $13.07 [10下/20下/50下] 0/3 vs SPY $738.06 [10下/20下/50上] 1/3
RKLB,NASDAQ:RKLB,Electronic technology,Aerospace & defense,Rocket Lab Corporation,B,,False,3,0,3,101.15,W1 3/3：MA轉上；量價配合；大陽3根 | D1 0/3：未達 | 跌市反向：3M 48.8% vs SPY 12.9% | 領先MA未過：股 $101.15 [10下/20下/50下] 0/3 vs SPY $738.04 [10下/20下/50上] 1/3
ROAD,NASDAQ:ROAD,Industrial services,Engineering & construction,"Construction Partners, Inc.",B,,False,1,2,3,123.81,W1 1/3：MA轉上；大陽2根 | D1 2/3：量價配合；大陽2根 | W/D 未過 | 未跑贏：3M 10.3% vs SPY 12.9% | 領先MA：股 $123.81 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
RYTM,NASDAQ:RYTM,Health technology,Pharmaceuticals: major,"Rhythm Pharmaceuticals, Inc.",B,,False,1,2,3,101.58,W1 1/3：股跌日量低；大陽1根 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 跌市反向：3M 20.0% vs SPY 12.9% | 領先MA：股 $101.58 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
SBUX,NASDAQ:SBUX,Consumer services,Restaurants,Starbucks Corporation,B,,False,1,2,3,99.59,W1 1/3：股跌日量低；大陽1根 | D1 2/3：量價配合；大陽2根 | W/D 未過 | 未跑贏：3M 6.8% vs SPY 12.9% | 領先MA未過：股 $99.59 [10下/20上/50下] 1/3 vs SPY $737.97 [10下/20下/50上] 1/3
SEI,NYSE:SEI,Industrial services,Oilfield services/Equipment,"Solaris Energy Infrastructure, Inc.",B,,False,1,2,3,77.79,W1 1/3：股跌日量低 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 跌市反向：3M 28.0% vs SPY 12.9% | 領先MA：股 $77.79 [10上/20上/50上] 3/3 vs SPY $738.13 [10下/20下/50上] 1/3
SNEX,NASDAQ:SNEX,Finance,Investment banks/Brokers,StoneX Group Inc.,B,,False,2,1,3,138.88,W1 2/3：量價配合；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 95.8% vs SPY 12.9% | 領先MA：股 $138.88 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
SYF,NYSE:SYF,Finance,Finance/Rental/Leasing,Synchrony Financial,B,,False,1,2,3,74.73,W1 1/3：股跌日量低；大陽1根 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 未跑贏：3M 12.7% vs SPY 12.9% | 領先MA：股 $74.73 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
SYRE,NASDAQ:SYRE,Health technology,Pharmaceuticals: major,"Spyre Therapeutics, Inc.",B,,False,2,1,3,100.87,W1 2/3：量價配合；大陽1根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 135.9% vs SPY 12.9% | 領先MA：股 $100.87 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
TE,NYSE:TE,Producer manufacturing,Electrical products,T1 Energy Inc.,B,,False,2,1,3,9.98,W1 2/3：MA轉上；股升日量高 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 45.9% vs SPY 12.9% | 領先MA：股 $9.98 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
TENB,NASDAQ:TENB,Technology services,Packaged software,"Tenable Holdings, Inc.",B,,False,2,1,3,26.85,W1 2/3：量價配合；大陽2根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 32.5% vs SPY 12.9% | 領先MA未過：股 $26.85 [10下/20下/50上] 1/3 vs SPY $738.06 [10下/20下/50上] 1/3
TEVA,NYSE:TEVA,Health technology,Pharmaceuticals: generic,Teva Pharmaceutical Industries Limited,B,,False,2,1,3,32.74,W1 2/3：MA轉上；股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | 跌市反向：3M 13.8% vs SPY 12.9% | 領先MA未過：股 $32.74 [10下/20下/50下] 0/3 vs SPY $738.15 [10下/20下/50上] 1/3
TOELY,TOELY,Producer manufacturing,Industrial machinery,Tokyo Electron Ltd.,B,,False,2,1,3,218.3,W1 2/3：量價配合；大陽3根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 73.7% vs SPY 12.9% | 領先MA：股 $218.30 [10下/20上/50上] 2/3 vs SPY $737.85 [10下/20下/50上] 1/3
TREX,NYSE:TREX,Non-energy minerals,Forest products,"Trex Company, Inc.",B,,False,2,1,3,46.1,W1 2/3：量價配合；大陽3根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 24.9% vs SPY 12.9% | 領先MA：股 $46.10 [10上/20上/50上] 3/3 vs SPY $738.22 [10下/20下/50上] 1/3
TSEM,NASDAQ:TSEM,Electronic technology,Semiconductors,Tower Semiconductor Ltd.,B,,False,1,2,3,289.4,W1 1/3：股跌日量低；大陽1根 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 跌市反向：3M 67.7% vs SPY 12.9% | 領先MA：股 $288.65 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
TXN,NASDAQ:TXN,Electronic technology,Semiconductors,Texas Instruments Incorporated,B,,False,1,2,3,310.83,W1 1/3：股升日量高；大陽2根 | D1 2/3：MA轉上；股升日量高 | W/D 未過 | 跌市反向：3M 65.6% vs SPY 12.9% | 領先MA：股 $310.83 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
UAL,NASDAQ:UAL,Transportation,Airlines,"United Airlines Holdings, Inc.",B,,False,2,1,3,118.29,W1 2/3：MA轉上；股跌日量低 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 25.9% vs SPY 12.9% | 領先MA：股 $118.29 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
VIK,NYSE:VIK,Consumer services,Hotels/Resorts/Cruise lines,Viking Holdings Ltd,B,,False,2,1,3,99.97,W1 2/3：量價配合；大陽2根 | D1 1/3：股跌日量低；大陽4根 | W/D 未過 | 跌市反向：3M 39.1% vs SPY 12.9% | 領先MA：股 $99.97 [10上/20上/50上] 3/3 vs SPY $738.17 [10下/20下/50上] 1/3
VOYG,NYSE:VOYG,Technology services,Information technology services,"Voyager Technologies, Inc.",B,,False,2,1,3,34.56,W1 2/3：MA轉上；股升日量高；大陽2根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 23.6% vs SPY 12.9% | 領先MA未過：股 $34.56 [10下/20下/50下] 0/3 vs SPY $737.97 [10下/20下/50上] 1/3
WCC,NYSE:WCC,Distribution services,Wholesale distributors,"WESCO International, Inc.",B,,False,2,1,3,357.12,W1 2/3：量價配合；大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 35.0% vs SPY 12.9% | 領先MA：股 $357.12 [10上/20下/50上] 2/3 vs SPY $737.87 [10下/20下/50上] 1/3
AAP,NYSE:AAP,Retail trade,Specialty stores,Advance Auto Parts Inc.,B,,False,2,0,2,54.62,W1 2/3：量價配合；大陽1根 | D1 0/3：未達 | W/D 未過 | 未跑贏：3M 8.1% vs SPY 12.9% | 領先MA未過：股 $54.62 [10下/20下/50下] 0/3 vs SPY $738.06 [10下/20下/50上] 1/3
ABNB,NASDAQ:ABNB,Consumer services,Hotels/Resorts/Cruise lines,"Airbnb, Inc.",C,,False,1,1,2,139.97,W1 1/3：股跌日量低；大陽2根 | D1 1/3：MA轉上；大陽3根 | W/D 未過 | 未跑贏：3M 5.6% vs SPY 12.9% | 領先MA：股 $139.97 [10上/20上/50上] 3/3 vs SPY $737.93 [10下/20下/50上] 1/3
ACLS,NASDAQ:ACLS,Producer manufacturing,Industrial machinery,"Axcelis Technologies, Inc.",C,,False,1,1,2,173.79,W1 1/3：股跌日量低；大陽4根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 102.6% vs SPY 12.9% | 領先MA：股 $173.79 [10下/20上/50上] 2/3 vs SPY $738.13 [10下/20下/50上] 1/3
ALAB,NASDAQ:ALAB,Electronic technology,Semiconductors,"Astera Labs, Inc.",C,,False,1,1,2,418.86,W1 1/3：股升日量高；大陽3根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 238.1% vs SPY 12.9% | 領先MA：股 $418.86 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
ALGM,NASDAQ:ALGM,Electronic technology,Semiconductors,"Allegro MicroSystems, Inc.",B,,False,0,2,2,58.04,W1 0/3：大陽1根 | D1 2/3：量價配合 | W/D 未過 | 跌市反向：3M 82.6% vs SPY 12.9% | 領先MA：股 $57.97 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
ALK,NYSE:ALK,Transportation,Airlines,"Alaska Air Group, Inc.",C,,False,1,1,2,48.96,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 26.7% vs SPY 12.9% | 領先MA：股 $48.96 [10上/20上/50上] 3/3 vs SPY $738.12 [10下/20下/50上] 1/3
ALLY,NYSE:ALLY,Finance,Finance/Rental/Leasing,Ally Financial Inc.,C,,False,1,1,2,45.05,W1 1/3：股跌日量低；大陽1根 | D1 1/3：MA轉上；大陽2根 | W/D 未過 | 跌市反向：3M 15.6% vs SPY 12.9% | 領先MA：股 $45.05 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
AMD,NASDAQ:AMD,Electronic technology,Semiconductors,"Advanced Micro Devices, Inc.",C,,False,1,1,2,525.06,W1 1/3：股跌日量低；大陽4根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 159.0% vs SPY 12.9% | 領先MA：股 $524.99 [10上/20上/50上] 3/3 vs SPY $737.96 [10下/20下/50上] 1/3
AMKR,NASDAQ:AMKR,Electronic technology,Semiconductors,"Amkor Technology, Inc.",C,,False,1,1,2,86.75,W1 1/3：股升日量高；大陽4根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 88.4% vs SPY 12.9% | 領先MA：股 $86.81 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
AMPX,NYSE:AMPX,Producer manufacturing,Electrical products,"Amprius Technologies, Inc.",C,,False,1,1,2,15.08,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M -19.3% vs SPY 12.9% | 領先MA未過：股 $15.08 [10下/20下/50下] 0/3 vs SPY $737.97 [10下/20下/50上] 1/3
ARW,NYSE:ARW,Distribution services,Electronics distributors,"Arrow Electronics, Inc.",C,,False,1,1,2,230.39,W1 1/3：股升日量高 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 64.7% vs SPY 12.9% | 領先MA：股 $230.39 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
ASX,NYSE:ASX,Electronic technology,Semiconductors,"ASE Technology Holding Co., Ltd.",C,,False,1,1,2,40.44,W1 1/3：股升日量高 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 86.4% vs SPY 12.9% | 領先MA：股 $40.41 [10上/20上/50上] 3/3 vs SPY $737.93 [10下/20下/50上] 1/3
AUGO,NASDAQ:AUGO,Non-energy minerals,Other metals/Minerals,Aura Minerals Inc.,B,,False,2,0,2,62.81,W1 2/3：量價配合 | D1 0/3：未達 | W/D 未過 | 未跑贏：3M -3.0% vs SPY 12.9% | 領先MA未過：股 $62.81 [10上/20下/50下] 1/3 vs SPY $738.12 [10下/20下/50上] 1/3
AUR,NASDAQ:AUR,Technology services,Packaged software,"Aurora Innovation, Inc.",C,,False,1,1,2,6.49,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 48.3% vs SPY 12.9% | 領先MA：股 $6.49 [10上/20下/50上] 2/3 vs SPY $737.74 [10下/20下/50上] 1/3
AVT,NASDAQ:AVT,Distribution services,Electronics distributors,"Avnet, Inc.",C,,False,1,1,2,90.54,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 52.2% vs SPY 12.9% | 領先MA：股 $90.54 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
BA,NYSE:BA,Electronic technology,Aerospace & defense,Boeing Company (The),C,,False,1,1,2,220.93,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 11.3% vs SPY 12.9% | 領先MA未過：股 $220.93 [10下/20上/50下] 1/3 vs SPY $737.97 [10下/20下/50上] 1/3
BB,NYSE:BB,Technology services,Packaged software,BlackBerry Limited,C,,False,1,1,2,8.91,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 168.4% vs SPY 12.9% | 領先MA未過：股 $8.91 [10下/20下/50上] 1/3 vs SPY $738.12 [10下/20下/50上] 1/3
BCS,NYSE:BCS,Finance,Investment banks/Brokers,Barclays PLC,C,,False,1,1,2,27.14,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 31.2% vs SPY 12.9% | 領先MA：股 $27.14 [10上/20上/50上] 3/3 vs SPY $737.93 [10下/20下/50上] 1/3
BEAM,NASDAQ:BEAM,Health technology,Biotechnology,Beam Therapeutics Inc.,C,,False,1,1,2,35.94,W1 1/3：MA轉上；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 42.8% vs SPY 12.9% | 領先MA：股 $35.94 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
BELFB,NASDAQ:BELFB,Electronic technology,Electronic components,Bel Fuse Inc.,C,,False,1,1,2,293.71,W1 1/3：股升日量高；大陽1根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 36.7% vs SPY 12.9% | 領先MA：股 $293.71 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
BHP,NYSE:BHP,Non-energy minerals,Steel,BHP Group Limited,C,,False,1,1,2,83.29,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 22.1% vs SPY 12.9% | 領先MA未過：股 $83.29 [10下/20下/50下] 0/3 vs SPY $737.97 [10下/20下/50上] 1/3
BIRK,NYSE:BIRK,Consumer non-durables,Apparel/Footwear,Birkenstock Holding plc,B,,False,2,0,2,43.28,W1 2/3：量價配合；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 22.5% vs SPY 12.9% | 領先MA未過：股 $43.28 [10下/20下/50上] 1/3 vs SPY $737.87 [10下/20下/50上] 1/3
BOOT,NYSE:BOOT,Retail trade,Apparel/Footwear retail,"Boot Barn Holdings, Inc.",B,,False,0,2,2,175.11,W1 0/3：大陽1根 | D1 2/3：量價配合 | W/D 未過 | 未跑贏：3M 8.6% vs SPY 12.9% | 領先MA：股 $175.11 [10上/20上/50上] 3/3 vs SPY $738.12 [10下/20下/50上] 1/3
BROS,NYSE:BROS,Consumer services,Restaurants,Dutch Bros Inc.,C,,False,1,1,2,67.34,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 28.4% vs SPY 12.9% | 領先MA：股 $67.34 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
BRUN,NASDAQ:BRUN,Technology services,Packaged software,Boost Run Inc.,C,,False,1,1,2,34.3,W1 1/3：股升日量高；大陽5根 | D1 1/3：股升日量高；大陽4根 | W/D 未過 | 跌市反向：3M 209.8% vs SPY 12.9% | 領先MA：股 $34.30 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
C,NYSE:C,Finance,Major banks,"Citigroup, Inc.",C,,False,1,1,2,144.01,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 29.6% vs SPY 12.9% | 領先MA：股 $144.01 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
CAVA,NYSE:CAVA,Consumer services,Restaurants,"CAVA Group, Inc.",C,,False,1,1,2,79.25,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M -9.0% vs SPY 12.9% | 領先MA未過：股 $79.25 [10下/20下/50下] 0/3 vs SPY $737.95 [10下/20下/50上] 1/3
CENX,NASDAQ:CENX,Non-energy minerals,Aluminum,Century Aluminum Company,C,,False,1,1,2,47.59,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 2.4% vs SPY 12.9% | 領先MA未過：股 $47.59 [10下/20下/50下] 0/3 vs SPY $738.22 [10下/20下/50上] 1/3
CHRW,NASDAQ:CHRW,Transportation,Air freight/Couriers,"C.H. Robinson Worldwide, Inc.",C,,False,1,1,2,187.26,W1 1/3：MA轉上；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 12.6% vs SPY 12.9% | 領先MA：股 $187.26 [10下/20上/50上] 2/3 vs SPY $737.98 [10下/20下/50上] 1/3
CIFR,NASDAQ:CIFR,Technology services,Data processing services,Cipher Digital Inc.,C,,False,1,1,2,28.32,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 90.2% vs SPY 12.9% | 領先MA：股 $28.32 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
CLS,NYSE:CLS,Electronic technology,Electronic components,"Celestica, Inc.",C,,False,1,1,2,355.79,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 24.0% vs SPY 12.9% | 領先MA未過：股 $355.79 [10下/20下/50下] 0/3 vs SPY $738.17 [10下/20下/50上] 1/3
CNC,NYSE:CNC,Health services,Managed health care,Centene Corporation,C,,False,1,1,2,64.2,W1 1/3：MA轉上；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 95.7% vs SPY 12.9% | 領先MA：股 $64.20 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
COHR,NYSE:COHR,Electronic technology,Semiconductors,Coherent Corp.,C,,False,1,1,2,395.0,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 54.9% vs SPY 12.9% | 領先MA：股 $395.00 [10上/20上/50上] 3/3 vs SPY $737.93 [10下/20下/50上] 1/3
CORT,NASDAQ:CORT,Health technology,Pharmaceuticals: major,Corcept Therapeutics Incorporated,C,,False,1,1,2,81.28,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 141.7% vs SPY 12.9% | 領先MA：股 $81.28 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
CPAY,NYSE:CPAY,Commercial services,Miscellaneous commercial services,"Corpay, Inc.",B,,False,2,0,2,340.68,W1 2/3：MA轉上；股跌日量低；大陽2根 | D1 0/3：未達 | 跌市反向：3M 16.1% vs SPY 12.9% | 領先MA未過：股 $340.68 [10下/20下/50上] 1/3 vs SPY $737.98 [10下/20下/50上] 1/3
CR,NYSE:CR,Electronic technology,Aerospace & defense,Crane Company,C,,False,1,1,2,213.49,W1 1/3：MA轉上；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 22.8% vs SPY 12.9% | 領先MA：股 $213.49 [10上/20上/50上] 3/3 vs SPY $737.74 [10下/20下/50上] 1/3
CRL,NYSE:CRL,Commercial services,Miscellaneous commercial services,"Charles River Laboratories International, Inc.",C,,False,1,1,2,184.43,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 16.7% vs SPY 12.9% | 領先MA：股 $184.43 [10下/20上/50上] 2/3 vs SPY $737.95 [10下/20下/50上] 1/3
CRWV,NASDAQ:CRWV,Technology services,Packaged software,"CoreWeave, Inc.",C,,False,1,1,2,108.85,W1 1/3：股升日量高；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 32.8% vs SPY 12.9% | 領先MA：股 $108.85 [10上/20上/50下] 2/3 vs SPY $738.04 [10下/20下/50上] 1/3
CSL,NYSE:CSL,Producer manufacturing,Building products,Carlisle Companies Incorporated,C,,False,1,1,2,352.3,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 4.9% vs SPY 12.9% | 領先MA：股 $352.30 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
CSTM,NYSE:CSTM,Non-energy minerals,Aluminum,Constellium SE,C,,False,1,1,2,33.7,W1 1/3：股跌日量低 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 41.4% vs SPY 12.9% | 領先MA未過：股 $33.70 [10下/20下/50上] 1/3 vs SPY $738.22 [10下/20下/50上] 1/3
CVCO,NASDAQ:CVCO,Consumer durables,Homebuilding,"Cavco Industries, Inc.",C,,False,1,1,2,588.04,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 24.1% vs SPY 12.9% | 領先MA：股 $588.04 [10下/20上/50上] 2/3 vs SPY $738.22 [10下/20下/50上] 1/3
CVLT,NASDAQ:CVLT,Technology services,Packaged software,"Commvault Systems, Inc.",C,,False,1,1,2,126.64,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 56.7% vs SPY 12.9% | 領先MA：股 $126.64 [10上/20上/50上] 3/3 vs SPY $738.12 [10下/20下/50上] 1/3
DAVE,NASDAQ:DAVE,Finance,Major banks,Dave Inc.,B,,False,2,0,2,314.05,W1 2/3：量價配合；大陽2根 | D1 0/3：大陽4根 | W/D 未過 | 跌市反向：3M 45.8% vs SPY 12.9% | 領先MA：股 $314.05 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
